Unnamed: 0,property_name,per_sqft,bedroom,bathroom,configuration,area,area_type,floor_number,facing,age_possession,location,property_type,price_cr,Luxury_score,society_encoded,sector_encoded
2373,Sector 109,15741.0,4,4,4,5400.0,Super Built-up,0.0,Unknown,RESALE,International City by SOBHA Phase 2,House,8.5,6,11.823333333333332,9.683529411764706
2374,Sector 109,24556.0,5,6,5,7330.0,Built-up,0.0,North-East,RESALE,International City by Sobha Phase 1,House,18.0,14,11.018378378378378,9.683529411764706
2375,Sector-33 Sohna,17555.0,3,3,3,4500.0,Super Built-up,0.0,North,RESALE,Central Park Flower Valley,House,7.9,12,7.949076923076924,6.4413829787234045
2376,Rosewood City,39405.0,5,6,5,3870.0,Super Built-up,0.0,Unknown,RESALE,Villa in Rosewood city,House,15.25,6,15.25,7.822222222222223
2377,DLF Phase 4,18750.0,5,6,5,8000.0,Super Built-up,0.0,Unknown,RESALE,VILLA IN DLF 4,House,15.0,6,15.0,14.622
2378,DLF Phase 4,23157.0,6,7,6,9500.0,Super Built-up,0.0,Unknown,RESALE,Villa in DLF,House,22.0,6,22.0,14.622
2379,DLF Phase 4,17500.0,6,7,6,8000.0,Built-up,0.0,Unknown,RESALE,INDEPENDENT VILLA,House,14.0,6,14.0,14.622
2380,DLF Phase 4,23157.0,7,8,7,9500.0,Built-up,0.0,Unknown,RESALE,VILLA IN DLF PHASE 4,House,22.0,6,22.0,14.622
2381,Sector 72,19285.0,4,4,4,7000.0,Built-up,0.0,Unknown,RESALE,Tata Primanti,House,13.5,6,10.627407407407407,10.318928571428572
2382,Sector 33,25555.0,5,6,5,4500.0,Built-up,3.0,North,RESALE,Unitech Uniworld Resorts,House,11.5,21,13.34451612903226,13.652424242424244
2383,Sector 33,26666.0,5,6,5,4500.0,Built-up,3.0,North,RESALE,Unitech Uniworld Resorts,House,12.0,30,13.34451612903226,13.652424242424244
2384,Malibu Town,14263.0,6,7,6,9500.0,Built-up,0.0,Unknown,Ready To Move,Ready To Move Villa,House,13.55,6,13.525,10.055652173913044
2385,Sushant Lok Phase 2,34444.0,6,7,6,4500.0,Built-up,0.0,Unknown,RESALE,Spacious Villa,House,15.5,6,19.116666666666667,10.508333333333333
2386,Sector 33,25000.0,5,6,5,4500.0,Built-up,3.0,North,RESALE,Unitech Uniworld Resorts,House,11.25,21,13.34451612903226,13.652424242424244
2387,DLF Phase 4,24473.0,6,7,6,9500.0,Built-up,0.0,Unknown,RESALE,Spacious Layout Villa,House,23.25,6,18.375,14.622
2388,South City 1,39743.0,6,7,6,3900.0,Super Built-up,0.0,South,RESALE,Boutique Villa,House,15.5,6,15.5,9.38
2389,Greenwood City,43287.0,6,7,6,2160.0,Super Built-up,0.0,Unknown,RESALE,"Greenwood City, Gurgaon",House,9.35,0,22.07,21.308333333333334
2390,Nirvana Country,48611.0,6,7,6,2160.0,Super Built-up,0.0,Unknown,RESALE,"Nirvana Country, Gurgaon",House,10.5,0,16.0,9.31625
2391,Malibu Town,35494.0,5,6,5,3240.0,Super Built-up,0.0,Unknown,RESALE,"Malibu Town, Gurgaon",House,11.5,6,8.794444444444444,10.055652173913044
2392,Sector 72,19166.0,4,6,4,7000.0,Covered,0.0,North-East,RESALE,Tata Primanti,House,11.5,18,10.627407407407407,10.318928571428572
2393,Sector 5,28728.0,3,3,3,2367.0,Super Built-up,4.0,Unknown,RESALE,"Sector 5, Gurgaon",House,6.8,6,5.233333333333333,5.233333333333333
2394,Sector 109,38889.0,5,6,5,3600.0,Covered,0.0,North-East,RESALE,Sobha International City Phase 3,House,14.0,12,13.261538461538462,9.683529411764706
2395,Sector 104,26389.0,4,4,4,3600.0,Super Built-up,0.0,North-East,RESALE,ATS Triumph,House,9.5,6,3.817222222222222,2.838395061728395
2396,Sector 109,42222.0,5,6,5,4500.0,Built-up,0.0,North-East,RESALE,Sobha International City Phase 3,House,19.5,6,13.261538461538462,9.683529411764706
2397,V Block DLF Phase 3,33630.0,4,4,4,1680.0,Super Built-up,0.0,East,RESALE,DLF City Plots Phase 3,House,5.65,8,11.598181818181818,6.586
2398,Sector 71,35556.0,4,4,4,4500.0,Covered,0.0,Unknown,RESALE,"Sector 71, Gurgaon",House,16.0,12,16.0,5.482307692307692
2399,Sector 57,25555.0,4,4,4,2700.0,Super Built-up,0.0,East,RESALE,Ansal Florence Super,House,6.9,6,5.2,8.295333333333334
2400,Sector 72,19938.0,4,4,4,3260.0,Super Built-up,0.0,East,RESALE,Tata Primanti,House,6.5,18,10.627407407407407,10.318928571428572
2401,DLF Phase 4,38580.0,10,10,10,3240.0,Super Built-up,0.0,North-East,RESALE,DLF Galleria,House,12.5,6,11.625,14.622
2402,Sector 48,35494.0,4,4,4,3240.0,Covered,0.0,North-East,RESALE,Vipul Tatvam Villa,House,11.5,18,13.639655172413793,9.550147058823528
2403,DLF Phase 4,49383.0,12,13,12,2430.0,Super Built-up,0.0,East,RESALE,DLF City Phase-4,House,12.0,0,12.0,14.622
2404,Sushant Lok Phase 3,40741.0,3,3,3,2700.0,Built-up,4.0,North-East,RESALE,"Sushant Lok Phase 3, Gurgaon",House,11.0,0,10.733333333333334,9.74
2405,Uppals Southend,33226.0,4,5,4,2799.0,Super Built-up,0.0,Unknown,RESALE,Uppal Southend,House,9.3,21,11.466666666666669,10.275
2406,Mayfield Garden,53419.0,22,24,22,2340.0,Super Built-up,4.0,Unknown,RESALE,Mayfield Garden L Block,House,12.5,6,12.5,9.75
2407,"Block C, Sushant Lok Phase 1",35931.0,10,10,10,3762.0,Super Built-up,0.0,Unknown,RESALE,Ansal,House,13.0,0,8.733333333333333,8.013333333333334
2408,B Block Sushant Lok Phase 1,37963.0,4,4,4,2700.0,Super Built-up,0.0,North-East,RESALE,"B Block Sushant Lok Phase 1, Gurgaon",House,10.25,6,27.625,22.0
2409,Sector 45,42005.0,10,10,10,1845.0,Built-up,0.0,North-East,RESALE,HSVP Sector 45 Gurgaon,House,7.75,6,7.75,6.526818181818182
2410,Sector 45,42222.0,3,3,3,900.0,Super Built-up,0.0,North-East,RESALE,"Sector 45, Gurgaon",House,3.8,6,7.14,6.526818181818182
2411,Sector 49,38012.0,3,3,3,1710.0,Super Built-up,0.0,Unknown,RESALE,Eros Rosewood City,House,6.5,18,7.948749999999999,4.587948717948718
2412,Sector 49,34314.0,3,3,3,1530.0,Super Built-up,0.0,Unknown,RESALE,Eros Rosewood City,House,5.25,18,7.948749999999999,4.587948717948718
2413,Sector 49,358974.0,5,6,5,975.0,Super Built-up,0.0,North,RESALE,Eros Rosewood City,House,35.0,6,7.948749999999999,4.587948717948718
2414,Sector 49,30864.0,3,3,3,1377.0,Super Built-up,0.0,Unknown,RESALE,Eros Rosewood City,House,4.25,6,7.948749999999999,4.587948717948718
2415,Rosewood City,32593.0,3,3,3,1350.0,Super Built-up,0.0,Unknown,RESALE,"Rosewood City, Gurgaon",House,4.4,6,6.89375,7.822222222222223
2416,Sector 49,31852.0,4,4,4,1350.0,Super Built-up,0.0,East,RESALE,Eros Rosewood City,House,4.3,13,7.948749999999999,4.587948717948718
2417,Sector 71,22685.0,3,3,3,2160.0,Super Built-up,0.0,Unknown,RESALE,Unitech Nirvana Country 2,House,4.9,6,7.133333333333333,5.482307692307692
2418,Sushant Lok Phase 2,2991.0,9,9,9,2700.0,Built-up,0.0,North-East,RESALE,Ansal,House,10.5,6,8.733333333333333,10.508333333333333
2419,DLF Phase 4,51440.0,12,17,12,2430.0,Super Built-up,4.0,North-East,RESALE,DLF City Plots Phase 4,House,12.5,0,12.5,14.622
2420,Sector 47,35910.0,8,8,8,2367.0,Super Built-up,0.0,North,RESALE,huda,House,8.5,0,5.166666666666667,6.4425
2421,Sector 45,1802.0,9,9,9,1836.0,Built-up,0.0,North-East,RESALE,"Sector 45, Gurgaon",House,7.3,0,7.14,6.526818181818182
2422,Sector 46,50926.0,2,2,2,1440.0,Built-up,0.0,Unknown,RESALE,"Sector 46, Gurgaon",House,5.5,0,6.94625,10.24962962962963
2423,Sector 48,38580.0,4,4,4,3240.0,Super Built-up,0.0,Unknown,RESALE,"Sector 48, Gurgaon",House,12.5,6,10.5,9.550147058823528
2424,Block C Sector 45,40849.0,6,6,6,1836.0,Built-up,0.0,East,RESALE,Sector 45,House,7.5,0,7.5,7.5
2425,Rajendra Park,15909.0,3,3,3,900.0,Super Built-up,0.0,Unknown,RESALE,urban home,House,1.4,6,1.2375,1.207142857142857
2426,Vishnu Garden,13786.0,3,2,3,700.0,Super Built-up,0.0,North,RESALE,urban home,House,0.95,6,1.2375,1.125
2427,"Block G, Rajendra Park",16249.0,3,3,3,818.0,Super Built-up,0.0,Unknown,RESALE,urban home,House,1.3,6,1.2375,1.0166666666666666
2428,Block B Rajendra Park,14480.0,2,2,2,625.0,Super Built-up,0.0,North-East,RESALE,"Block B Rajendra Park, Gurgaon",House,0.91,6,1.015,0.956
2429,"Block G, Rajendra Park",14285.0,3,3,3,665.0,Covered,0.0,Unknown,RESALE,Vishnu garden 105,House,0.95,18,0.95,1.0166666666666666
2430,Sector 47,283333.0,5,6,5,300.0,Super Built-up,0.0,North-East,RESALE,"Sector 47, Gurgaon",House,8.5,13,9.261666666666668,6.4425
2431,Sector 92,12037.0,4,4,4,2700.0,Super Built-up,0.0,North-East,RESALE,"Sector 92, Gurgaon",House,3.25,0,3.25,2.1133333333333333
2432,Palam Vihar,16987.0,5,5,5,4680.0,Super Built-up,0.0,North,RESALE,Ansals Palam Vihar,House,7.95,0,5.860769230769231,6.513333333333333
2433,Palam Vihar,20174.0,4,4,4,3222.0,Super Built-up,0.0,North,RESALE,Celebrity Homes,House,6.5,6,6.3125,6.513333333333333
2434,Sector 10,44323.0,4,4,4,1647.0,Super Built-up,0.0,North-East,RESALE,"Sector 10, Gurgaon",House,7.3,6,7.966666666666666,6.5
2435,Block Q South City 1,50926.0,3,3,3,1080.0,Super Built-up,0.0,North-East,RESALE,"Block Q South City 1, Gurgaon",House,5.5,6,5.5,4.5
2436,Huda,25352.0,9,9,9,3195.0,Super Built-up,3.0,Unknown,RESALE,"Huda, Gurgaon",House,8.1,12,8.33,8.33
2437,Sector 46,45556.0,5,4,5,900.0,Super Built-up,0.0,North-East,RESALE,"Sector 46, Gurgaon",House,4.1,0,6.94625,10.24962962962963
2438,Sector 46,18333.0,9,9,9,3600.0,Super Built-up,0.0,Unknown,RESALE,"Sector 46, Gurgaon",House,6.6,12,6.94625,10.24962962962963
2439,Sector 10A,22222.0,6,7,6,4500.0,Super Built-up,0.0,Unknown,RESALE,"Sector 10A, Gurgaon",House,10.0,0,4.725,4.091666666666667
2440,Sector 10,31893.0,6,6,6,972.0,Super Built-up,0.0,Unknown,RESALE,"Sector 10, Gurgaon",House,3.1,0,7.966666666666666,6.5
2441,Sector 46,33333.0,7,8,7,10233.0,Super Built-up,0.0,North-East,RESALE,Unitech Vista Villas,House,34.11,6,22.9525,10.24962962962963
2442,Palam Vihar,25641.0,8,8,8,4680.0,Super Built-up,0.0,East,RESALE,Ansals Palam Vihar,House,12.0,0,5.860769230769231,6.513333333333333
2443,Sector 86,13093.0,4,5,4,3200.0,Built-up,0.0,North-East,RESALE,DLF New Town Heights 2,House,4.19,6,2.936923076923077,2.555897435897436
2444,New Palam Vihar,13000.0,8,8,8,1935.0,Super Built-up,0.0,East,RESALE,My Home,House,2.52,0,2.2425,1.87125
2445,Palam Vihar,20950.0,4,4,4,3222.0,Super Built-up,0.0,East,RESALE,Celebrity Homes,House,6.75,6,6.3125,6.513333333333333
2446,Palam Vihar,28395.0,8,8,8,3240.0,Super Built-up,0.0,East,RESALE,Ansals Palam Vihar,House,9.2,6,5.860769230769231,6.513333333333333
2447,Sector 23,30501.0,5,5,5,1836.0,Super Built-up,0.0,East,RESALE,Ansal Plaza,House,5.6,0,6.891666666666667,7.084999999999999
2448,Palam Vihar,25103.0,6,6,6,2430.0,Super Built-up,0.0,East,RESALE,Ansals Palam Vihar,House,6.1,0,5.860769230769231,6.513333333333333
2449,Sector 23A,25348.0,7,7,7,2367.0,Super Built-up,0.0,North,RESALE,Huda Flats,House,6.0,0,7.2,5.17
2450,Sector 71,27731.0,4,5,4,2160.0,Super Built-up,0.0,Unknown,RESALE,Unitech Alder Grove,House,5.99,12,5.995,5.482307692307692
2451,Sector 71,27778.0,4,4,4,2160.0,Super Built-up,0.0,Unknown,RESALE,Unitech Alder Grove,House,6.0,6,5.995,5.482307692307692
2453,Sector 82,22817.0,6,9,6,5040.0,Covered,0.0,Unknown,RESALE,Vatika Signature Villas,House,11.5,18,8.50625,5.451621621621622
2454,Sector 109,40278.0,5,5,5,3600.0,Super Built-up,0.0,North-East,RESALE,Sobha International City Phase 3,House,14.5,6,13.261538461538462,9.683529411764706
2455,Block C Palam Vihar,27296.0,3,3,3,1557.0,Super Built-up,0.0,East,RESALE,"Block C Palam Vihar, Gurgaon",House,4.25,6,2.94,2.94
2456,Palam Vihar,33670.0,3,3,3,594.0,Super Built-up,0.0,East,RESALE,Ansals Palam Vihar,House,2.0,0,5.860769230769231,6.513333333333333
2457,Palam Vihar,36700.0,3,3,3,594.0,Super Built-up,0.0,East,RESALE,Ansals Palam Vihar,House,2.18,0,5.860769230769231,6.513333333333333
2458,Sector 23,27615.0,8,8,8,3078.0,Super Built-up,0.0,East,RESALE,Ansal Plaza,House,8.5,0,6.891666666666667,7.084999999999999
2459,Sector 23,26316.0,9,9,9,3078.0,Super Built-up,0.0,East,RESALE,Ansal Plaza,House,8.1,0,6.891666666666667,7.084999999999999
2460,Palam Vihar,25103.0,9,9,9,2430.0,Super Built-up,0.0,East,RESALE,Ansals Palam Vihar,House,6.1,6,5.860769230769231,6.513333333333333
2461,Sector 23,22645.0,8,8,8,3312.0,Super Built-up,0.0,East,RESALE,Ansal Plaza,House,7.5,6,6.891666666666667,7.084999999999999
2462,Sector 48,38580.0,4,4,4,3240.0,Super Built-up,0.0,Unknown,RESALE,Vipul Tatvam Villa,House,12.5,21,13.639655172413793,9.550147058823528
2463,"Block C, Sushant Lok Phase 1",43928.0,5,5,5,1935.0,Built-up,0.0,North-East,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,8.5,6,7.60448275862069,8.013333333333334
2464,Sector 86,13406.0,4,4,4,3200.0,Built-up,0.0,North-East,RESALE,DLF New Town Heights 2,House,4.29,6,2.936923076923077,2.555897435897436
2465,"Block C, Sushant Lok Phase 1",59431.0,12,12,12,1935.0,Super Built-up,0.0,Unknown,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,11.5,6,7.60448275862069,8.013333333333334
2466,"Block C, Sushant Lok Phase 1",75926.0,10,10,10,540.0,Super Built-up,5.0,Unknown,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,4.1,7,7.60448275862069,8.013333333333334
2467,Sector 22,26405.0,6,6,6,2367.0,Super Built-up,5.0,East,RESALE,Alpha Gurgaon One 22,House,6.25,6,10.125,7.725
2468,Sector 23,26803.0,8,8,8,3078.0,Super Built-up,0.0,East,RESALE,Ansal Plaza,House,8.25,0,6.891666666666667,7.084999999999999
2469,Pocket I Palam Vihar,1386.0,6,4,6,1557.0,Super Built-up,0.0,North,RESALE,"Pocket I Palam Vihar, Gurgaon",House,4.24,6,5.57,5.57
2470,Pocket I Palam Vihar,28395.0,5,5,5,2430.0,Super Built-up,0.0,Unknown,RESALE,"Pocket I Palam Vihar, Gurgaon",House,6.9,6,5.57,5.57
2471,Sector 109,47756.0,5,6,5,4500.0,Super Built-up,0.0,East,RESALE,International City by SOBHA Phase 2,House,21.49,6,11.823333333333332,9.683529411764706
2472,Sector 109,40123.0,4,5,4,2430.0,Super Built-up,0.0,East,RESALE,International City by Sobha Phase 1,House,9.75,6,11.018378378378378,9.683529411764706
2473,Sector 109,43056.0,5,6,5,3600.0,Super Built-up,0.0,East,RESALE,International City by SOBHA Phase 2,House,15.5,6,11.823333333333332,9.683529411764706
2474,Sector 109,2226.0,4,5,4,5400.0,Built-up,0.0,East,RESALE,International City by SOBHA Phase 2,House,8.99,6,11.823333333333332,9.683529411764706
2475,Sector 109,19444.0,4,4,4,4500.0,Built-up,2.0,East,RESALE,Sobha International City Phase 3,House,8.75,0,13.261538461538462,9.683529411764706
2476,Sector 109,46667.0,5,6,5,4500.0,Super Built-up,0.0,Unknown,RESALE,International City by SOBHA Phase 2,House,21.0,0,11.823333333333332,9.683529411764706
2477,Sohna,10067.0,2,2,2,103.0,Super Built-up,0.0,East,RESALE,Signature Global Park,House,0.75,6,0.8988888888888888,2.1345454545454543
2478,Sohna,9932.0,2,2,2,103.0,Super Built-up,0.0,East,RESALE,Signature Global Park,House,0.74,6,0.8988888888888888,2.1345454545454543
2479,Sohna,9798.0,2,2,2,103.0,Super Built-up,0.0,East,RESALE,Signature Global Park,House,0.73,6,0.8988888888888888,2.1345454545454543
2480,Surat Nagar Phase 1,14675.0,4,4,4,477.0,Super Built-up,0.0,North-East,RESALE,"Surat Nagar Phase 1, Gurgaon",House,0.7,6,0.7,0.7
2481,Sikanderpur,35931.0,7,9,7,3618.0,Super Built-up,0.0,North-East,RESALE,DLF City Phase 1,House,13.0,6,13.0,13.0
2482,Sector 66,55556.0,5,5,5,4500.0,Super Built-up,0.0,Unknown,RESALE,Emaar MGF Marbella,House,25.0,0,17.92925925925926,8.949036144578313
2483,Sector 82,29762.0,6,7,6,5040.0,Super Built-up,0.0,North-East,RESALE,Vatika Signature Villas,House,15.0,6,8.50625,5.451621621621622
2484,Sector 48,32716.0,4,4,4,3240.0,Super Built-up,0.0,North,RESALE,Vipul Tatvam Villa,House,10.6,15,13.639655172413793,9.550147058823528
2485,Sector 48,32407.0,4,4,4,3240.0,Super Built-up,0.0,North,RESALE,Vipul Tatvam Villa,House,10.5,15,13.639655172413793,9.550147058823528
2486,"Sushant Lok 2,Sector 55",33333.0,4,4,4,2700.0,Super Built-up,0.0,North,RESALE,"Sushant Lok 2,Sector 55, Gurgaon",House,9.0,29,6.966666666666667,7.768181818181818
2487,DLF Golf Course,57547.0,23,24,23,4518.0,Super Built-up,0.0,Unknown,RESALE,"DLF Golf Course, Gurgaon",House,26.0,0,17.8,26.53333333333333
2488,"Block C, Sushant Lok Phase 1",60606.0,11,11,11,594.0,Built-up,0.0,North,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,3.55,6,7.60448275862069,8.013333333333334
2489,"Block C, Sushant Lok Phase 1",77777.0,11,11,11,675.0,Super Built-up,0.0,North,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,5.25,6,7.60448275862069,8.013333333333334
2490,"Block C, Sushant Lok Phase 1",69574.0,10,10,10,963.0,Super Built-up,0.0,North,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,7.0,6,7.60448275862069,8.013333333333334
2491,Rosewood City,69098.0,16,16,16,3618.0,Carpet,0.0,North,RESALE,"Rosewood City, Gurgaon",House,25.0,15,6.89375,7.822222222222223
2492,DLF Phase 4,32922.0,4,4,4,2430.0,Super Built-up,0.0,North-East,RESALE,"DLF Phase 4, Gurgaon",House,8.0,0,12.714285714285714,14.622
2493,Sector 57,53485.0,12,12,12,1449.0,Super Built-up,4.0,North,RESALE,Sector 57,House,7.75,13,7.75,8.295333333333334
2494,Sector 45,40741.0,8,8,8,2025.0,Super Built-up,0.0,North-East,RESALE,"Sector 45, Gurgaon",House,8.25,7,7.14,6.526818181818182
2495,Sector 45,38889.0,6,6,6,900.0,Super Built-up,0.0,Unknown,RESALE,"Sector 45, Gurgaon",House,3.5,7,7.14,6.526818181818182
2496,Greenwood City,44444.0,32,34,32,4500.0,Super Built-up,4.0,Unknown,RESALE,"Greenwood City, Gurgaon",House,20.0,7,22.07,21.308333333333334
2497,Sector 43,44858.0,2,2,2,1449.0,Super Built-up,0.0,Unknown,RESALE,Sector 43,House,6.5,7,9.125,7.4422727272727265
2498,Sector 45,54922.0,20,20,20,2367.0,Super Built-up,0.0,Unknown,RESALE,"Sector 45, Gurgaon",House,13.0,7,7.14,6.526818181818182
2499,Sector 43,49641.0,16,16,16,2367.0,Super Built-up,0.0,Unknown,RESALE,Sector 43,House,11.75,7,9.125,7.4422727272727265
2500,Sector 55,35651.0,48,50,48,5049.0,Super Built-up,0.0,Unknown,RESALE,Sector-55,House,18.0,0,18.0,8.13125
2501,"Block C, Sushant Lok Phase 1",31008.0,3,3,3,1935.0,Built-up,0.0,North-East,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,6.0,0,7.60448275862069,8.013333333333334
2502,"Block C, Sushant Lok Phase 1",34722.0,3,3,3,1935.0,Built-up,0.0,North-East,RESALE,"Block C, Sushant Lok Phase 1, Gurgaon",House,6.25,6,7.60448275862069,8.013333333333334
2503,A Block Sushant Lok Phase 1,37690.0,10,10,10,6633.0,Built-up,0.0,Unknown,RESALE,"A Block Sushant Lok Phase 1, Gurgaon",House,25.0,0,17.0,17.0
2504,Sector 33,28312.0,5,8,5,4680.0,Super Built-up,0.0,Unknown,RESALE,Unitech Uniworld Resorts,House,13.25,18,13.34451612903226,13.652424242424244
2505,Sector 33,29667.0,5,6,5,4500.0,Super Built-up,0.0,Unknown,RESALE,Unitech Uniworld Resorts,House,13.35,25,13.34451612903226,13.652424242424244
2506,Sector-33 Sohna,17533.0,3,3,3,4500.0,Super Built-up,0.0,North-East,RESALE,Central Park Flower Valley,House,7.89,12,7.949076923076924,6.4413829787234045
2507,Sector-33 Sohna,17333.0,3,3,3,4500.0,Super Built-up,0.0,North-East,RESALE,Central Park Flower Valley,House,7.8,12,7.949076923076924,6.4413829787234045
2508,Sector-33 Sohna,17511.0,3,3,3,4500.0,Super Built-up,0.0,North,RESALE,Central Park Flower Valley,House,7.88,12,7.949076923076924,6.4413829787234045
2509,Sector-33 Sohna,17511.0,3,3,3,4500.0,Covered,0.0,Unknown,RESALE,Central Park Flower Valley,House,7.88,18,7.949076923076924,6.4413829787234045
2510,Sector-33 Sohna,17533.0,3,3,3,4500.0,Super Built-up,0.0,Unknown,RESALE,Central Park Flower Valley,House,7.89,6,7.949076923076924,6.4413829787234045
2511,Sector-33 Sohna,17555.0,3,3,3,4500.0,Super Built-up,0.0,Unknown,RESALE,Central Park Flower Valley,House,7.9,6,7.949076923076924,6.4413829787234045
2512,Sector-33 Sohna,17555.0,3,3,3,4500.0,Super Built-up,0.0,North,RESALE,Central Park Flower Valley,House,7.9,12,7.949076923076924,6.4413829787234045
2513,Sector-33 Sohna,18511.0,3,3,3,4500.0,Covered,0.0,Unknown,RESALE,Central Park Flower Valley,House,8.33,18,7.949076923076924,6.4413829787234045
2514,Sector-33 Sohna,17160.0,3,3,3,4860.0,Covered,0.0,East,RESALE,Central Park Flower Valley,House,8.34,18,7.949076923076924,6.4413829787234045
2515,Sector-33 Sohna,17160.0,3,3,3,4860.0,Super Built-up,0.0,North,RESALE,Central Park Flower Valley,House,8.34,12,7.949076923076924,6.4413829787234045
2516,Sector-33 Sohna,17181.0,3,3,3,4860.0,Covered,0.0,North-East,RESALE,Central Park Flower Valley,House,8.35,12,7.949076923076924,6.4413829787234045
2517,Sector-33 Sohna,17267.0,3,3,3,4830.0,Super Built-up,0.0,North,RESALE,Central Park Flower Valley,House,8.34,12,7.949076923076924,6.4413829787234045
2518,Sector-33 Sohna,17225.0,3,3,3,4830.0,Super Built-up,0.0,Unknown,RESALE,Central Park Flower Valley,House,8.32,12,7.949076923076924,6.4413829787234045
2519,Sector-33 Sohna,17287.0,3,3,3,4830.0,Covered,0.0,Unknown,RESALE,Central Park Flower Valley,House,8.35,12,7.949076923076924,6.4413829787234045
2520,Sector-33 Sohna,17287.0,3,3,3,4830.0,Covered,0.0,North,RESALE,Central Park Flower Valley,House,8.35,12,7.949076923076924,6.4413829787234045
2521,Sector-33 Sohna,18511.0,3,3,3,4500.0,Super Built-up,0.0,North-East,RESALE,Central Park Flower Valley,House,8.33,12,7.949076923076924,6.4413829787234045
2522,Sector-33 Sohna,18517.0,3,3,3,4500.0,Super Built-up,0.0,Unknown,RESALE,Central Park Flower Valley,House,8.33,12,7.949076923076924,6.4413829787234045
2523,Sector-33 Sohna,17287.0,3,3,3,4830.0,Covered,0.0,North-East,RESALE,Central Park Flower Valley,House,8.35,18,7.949076923076924,6.4413829787234045
2524,Sector-33 Sohna,17287.0,3,3,3,4830.0,Super Built-up,0.0,North-East,RESALE,Central Park Flower Valley,House,8.35,12,7.949076923076924,6.4413829787234045
2525,Sector-33 Sohna,17267.0,3,3,3,4830.0,Super Built-up,0.0,Unknown,RESALE,Central Park Flower Valley,House,8.34,12,7.949076923076924,6.4413829787234045
2526,Sector-33 Sohna,17287.0,3,3,3,4830.0,Super Built-up,0.0,East,RESALE,Central Park Flower Valley,House,8.35,12,7.949076923076924,6.4413829787234045
2527,Sector-33 Sohna,17267.0,3,3,3,4830.0,Super Built-up,0.0,North,RESALE,Central Park Flower Valley,House,8.34,12,7.949076923076924,6.4413829787234045
2528,Sector-33 Sohna,17287.0,3,3,3,4830.0,Covered,0.0,North,RESALE,Central Park Flower Valley,House,8.35,18,7.949076923076924,6.4413829787234045
2529,Sector-33 Sohna,17181.0,3,3,3,4860.0,Super Built-up,0.0,East,RESALE,Central Park Flower Valley,House,8.35,6,7.949076923076924,6.4413829787234045
2530,Sector-33 Sohna,17152.0,3,3,3,4868.0,Super Built-up,0.0,North,RESALE,Central Park Flower Valley,House,8.35,6,7.949076923076924,6.4413829787234045
