,property_name,bedroom,bathroom,configuration,area,area_type,facing,age_possession,property_type,price_cr,sector_encoded,Luxury_category,Floor_category
1656,DLF Phase 1,5,6,5,2000.0,Super Built-up,North-East,RESALE,House,7.0,21.43235294117647,Low,Low Floor
1657,Block A South City 2,9,5,9,540.0,Super Built-up,South,RESALE,House,2.6,2.6,Low,Low Floor
1658,Sector 5,2,2,2,252.0,Super Built-up,Unknown,RESALE,House,2.7,5.233333333333333,Low,Low Floor
1659,"Block B, Palam Vihar",3,3,3,594.0,Super Built-up,Unknown,RESALE,House,2.1,2.475,Low,Low Floor
1660,Om Nagar,4,4,4,1368.0,Super Built-up,Unknown,RESALE,House,2.3,2.3,Low,Low Floor
1661,Block A Greenwood City,6,8,6,2475.0,Super Built-up,Unknown,RESALE,House,13.0,13.0,Medium,Low Floor
1662,"Block G, Rajendra Park",2,1,2,558.0,Super Built-up,Unknown,RESALE,House,0.8,1.0166666666666666,Low,Low Floor
1663,Pataudi,2,1,2,1746.0,Super Built-up,Unknown,RESALE,House,2.6,2.45,Low,Low Floor
1664,Farukhnagar,3,2,3,1150.0,Super Built-up,Unknown,RESALE,House,0.98,0.98,Low,Low Floor
1665,Block E DLF City Phase 1,5,7,5,981.0,Super Built-up,Unknown,RESALE,House,5.5,9.5,Low,Low Floor
1666,Maruti Kunj,2,2,2,900.0,Super Built-up,Unknown,RESALE,House,0.85,1.1583333333333334,Medium,Low Floor
1667,Mianwali Colony,5,5,5,1800.0,Super Built-up,Unknown,RESALE,House,3.6,3.6,Low,Low Floor
1668,Sector 48,4,4,4,2358.0,Super Built-up,North,RESALE,House,8.4,9.550147058823528,Medium,Low Floor
1669,Sector 23A,3,3,3,950.0,Super Built-up,Unknown,RESALE,House,3.3,5.17,Medium,Low Floor
1670,Rajiv Colony,2,1,2,445.0,Super Built-up,Unknown,RESALE,House,0.6,0.6,Low,Low Floor
1671,Sushant Lok Phase 3,4,7,4,3469.0,Built-up,Unknown,RESALE,House,8.25,9.74,Low,Low Floor
1672,Jacobpura,4,4,4,1350.0,Super Built-up,Unknown,RESALE,House,2.65,2.325,Low,Mid Floor
1673,Block A Ashok Vihar Phase 3 Extension,2,2,2,648.0,Super Built-up,Unknown,RESALE,House,0.95,0.95,Low,Low Floor
1674,Laxman Vihar,6,6,6,1170.0,Super Built-up,Unknown,RESALE,House,1.75,2.375,Low,Low Floor
1675,Block C South city 1,4,4,4,3240.0,Super Built-up,South,RESALE,House,5.25,12.420000000000002,Low,Low Floor
1676,Sohna,4,4,4,1404.0,Super Built-up,Unknown,RESALE,House,3.0,2.1345454545454543,Low,Low Floor
1677,Palam Vihar,9,9,9,5400.0,Built-up,Unknown,RESALE,House,6.95,6.513333333333333,Medium,Mid Floor
1678,Sector 40,3,3,3,900.0,Super Built-up,Unknown,RESALE,House,3.68,6.006,Medium,Low Floor
1679,Sector 55,3,3,3,2844.0,Super Built-up,Unknown,RESALE,House,13.0,8.13125,Low,Low Floor
1680,Sector 47,14,6,14,900.0,Carpet,Unknown,RESALE,House,8.32,6.4425,Low,Low Floor
1681,Maruti Kunj,3,2,3,1152.0,Super Built-up,Unknown,RESALE,House,1.7,1.1583333333333334,Low,Low Floor
1682,Sector 103,4,7,4,8168.0,Built-up,East,RESALE,House,5.25,3.9275,Low,Low Floor
1683,Sadar Bazar,6,3,6,1900.0,Super Built-up,Unknown,RESALE,House,1.75,1.75,Low,Low Floor
1684,Block B Rajendra Park,8,5,8,495.0,Super Built-up,Unknown,RESALE,House,0.95,0.956,Low,Mid Floor
1685,Wazirabad,7,7,7,900.0,Super Built-up,Unknown,RESALE,House,4.3,4.3,Low,Low Floor
1686,Bhondsi,6,3,6,3119.0,Super Built-up,Unknown,RESALE,House,2.0,1.4433333333333334,Low,Low Floor
1687,DLF Phase 2,5,6,5,2000.0,Covered,North-East,RESALE,House,7.75,14.284594594594594,Medium,Low Floor
1688,DLF Phase 2,5,6,5,3000.0,Covered,North,RESALE,House,11.25,14.284594594594594,Medium,Low Floor
1689,Sector 71,4,3,4,239.0,Super Built-up,Unknown,RESALE,House,5.98,5.482307692307692,Low,Low Floor
1690,DLF Phase 1,7,8,7,4000.0,Covered,North-East,RESALE,House,13.0,21.43235294117647,Medium,Low Floor
1691,DLF Phase 1,6,8,6,3000.0,Super Built-up,North-East,RESALE,House,12.3,21.43235294117647,Medium,Low Floor
1692,DLF Phase 1,6,6,6,3000.0,Covered,East,RESALE,House,10.75,21.43235294117647,Medium,Low Floor
1693,Sector 109,5,6,5,2430.0,Super Built-up,Unknown,RESALE,House,8.75,9.683529411764706,Low,Low Floor
1694,DLF Phase 1,6,7,6,2000.0,Covered,North,RESALE,House,7.85,21.43235294117647,Medium,Low Floor
1695,Rajendra Park,3,2,3,660.0,Covered,Unknown,RESALE,House,1.0,1.207142857142857,Medium,Low Floor
1696,Sector 109,5,5,5,2430.0,Super Built-up,Unknown,RESALE,House,9.2,9.683529411764706,Very High,Low Floor
1697,Ashok Vihar Phase 2,2,2,2,450.0,Super Built-up,Unknown,RESALE,House,0.9,0.9,Low,Low Floor
1698,Sector 49,4,4,4,540.0,Super Built-up,Unknown,RESALE,House,3.0,4.587948717948718,Low,Low Floor
1699,Pace city 1,5,3,5,324.0,Carpet,Unknown,RESALE,House,0.7,0.7,Low,Low Floor
1700,Bhondsi,4,5,4,900.0,Super Built-up,Unknown,RESALE,House,1.25,1.4433333333333334,Low,Low Floor
1701,Jyoti Park,4,4,4,900.0,Super Built-up,Unknown,RESALE,House,2.0,2.675,Medium,Mid Floor
1702,Malibu Town,10,10,10,558.0,Super Built-up,Unknown,RESALE,House,2.8,10.055652173913044,Medium,Low Floor
1703,"Sushant Lok 2,Sector 55",10,10,10,540.0,Super Built-up,Unknown,RESALE,House,3.55,7.768181818181818,Low,Low Floor
1704,"Pocket H, Palam Vihar",4,3,4,594.0,Super Built-up,Unknown,RESALE,House,2.25,2.15,Low,Low Floor
1705,"Housing board colony,Sector 7 Ext",4,3,4,900.0,Super Built-up,Unknown,RESALE,House,2.5,2.5,Low,Low Floor
1706,"Block C, Sushant Lok Phase 1",3,3,3,540.0,Super Built-up,Unknown,RESALE,House,2.4,8.013333333333334,Medium,Low Floor
1707,Laxman Vihar Phase 2,4,3,4,640.0,Super Built-up,Unknown,RESALE,House,1.25,1.25,Low,Low Floor
1708,Badshahpur,2,2,2,657.0,Super Built-up,Unknown,RESALE,House,1.2,1.2,Low,Low Floor
1709,"Pocket H, Palam Vihar",4,3,4,594.0,Super Built-up,Unknown,RESALE,House,2.05,2.15,Low,Low Floor
1710,S Block Garden Estate,3,2,3,540.0,Super Built-up,Unknown,RESALE,House,2.3,2.3,Low,Low Floor
1711,Sector 112,5,6,5,6325.0,Built-up,Unknown,RESALE,House,8.25,5.9,Low,Low Floor
1712,Sector 10A,3,2,3,900.0,Super Built-up,Unknown,RESALE,House,3.1,4.091666666666667,Low,Low Floor
1713,Pataudi,5,5,5,2000.0,Super Built-up,Unknown,RESALE,House,2.3,2.45,Low,Low Floor
1714,DLF Phase 2,4,5,4,1926.0,Super Built-up,Unknown,RESALE,House,8.0,14.284594594594594,Low,Low Floor
1715,Maruti Kunj,7,7,7,900.0,Super Built-up,Unknown,RESALE,House,0.95,1.1583333333333334,Low,Low Floor
1716,Rattan Vihar,3,2,3,724.0,Super Built-up,Unknown,RESALE,House,1.1,1.1,Medium,Low Floor
1717,"Sushant Lok 2,Sector 55",10,10,10,540.0,Super Built-up,Unknown,RESALE,House,3.5,7.768181818181818,Low,Low Floor
1718,Sector 22,4,4,4,4762.0,Super Built-up,Unknown,RESALE,House,14.0,7.725,Low,Low Floor
1719,Sector 46,7,9,7,3060.0,Super Built-up,Unknown,RESALE,House,15.0,10.24962962962963,High,Low Floor
1720,Sector 60,4,4,4,2200.0,Covered,East,RESALE,House,4.4,4.679047619047619,Medium,Low Floor
1721,Sector 60,4,4,4,2300.0,Covered,Unknown,RESALE,House,4.5,4.679047619047619,Low,Low Floor
1722,Sector 2,4,4,4,594.0,Super Built-up,Unknown,RESALE,House,1.92,5.21,Low,Low Floor
1723,Subhash Nagar,5,2,5,5000.0,Super Built-up,Unknown,RESALE,House,50.0,26.4,Low,Low Floor
1724,Kirti Nagar,5,2,5,900.0,Super Built-up,Unknown,RESALE,House,2.5,2.5,Low,Low Floor
1725,Sector 70A,3,3,3,2142.0,Super Built-up,Unknown,RESALE,House,3.25,3.154516129032258,Low,Low Floor
1726,Sushant Lok Phase 1,6,6,6,1935.0,Super Built-up,Unknown,RESALE,House,6.51,12.1676,Low,Low Floor
1727,Sector 31,3,2,3,4518.0,Super Built-up,Unknown,RESALE,House,12.65,8.225,Low,Low Floor
1728,Sector 82,5,5,5,2870.0,Super Built-up,Unknown,RESALE,House,8.0,5.451621621621622,Low,Low Floor
1729,Sector 10A,2,2,2,918.0,Super Built-up,Unknown,RESALE,House,3.0,4.091666666666667,Low,Low Floor
1730,Sohna,3,3,3,2100.0,Built-up,Unknown,RESALE,House,4.2,2.1345454545454543,Low,Low Floor
1731,Surya Vihar,5,5,5,1350.0,Super Built-up,Unknown,RESALE,House,2.0,2.0,Low,Low Floor
1732,Carterpuri Village,3,1,3,900.0,Super Built-up,Unknown,RESALE,House,1.5,1.5,Low,Low Floor
1733,Ashok Vihar Phase 1,6,5,6,1440.0,Super Built-up,Unknown,RESALE,House,2.25,2.035,Low,Low Floor
1734,DLF Phase 5,4,4,4,540.0,Super Built-up,Unknown,RESALE,House,3.25,6.720000000000001,Low,Low Floor
1735,Sector 70A,3,3,3,2512.0,Super Built-up,Unknown,RESALE,House,2.65,3.154516129032258,Low,Low Floor
1736,"Sushant Lok 2,Sector 55",8,8,8,2799.0,Super Built-up,Unknown,RESALE,House,10.0,7.768181818181818,Low,Low Floor
1737,Sector 4,2,2,2,1440.0,Super Built-up,Unknown,RESALE,House,3.35,5.183333333333334,Low,Low Floor
1738,Block C Palam Vihar,4,3,4,594.0,Super Built-up,North,RESALE,House,2.15,2.94,Low,Low Floor
1739,New Basti,3,1,3,630.0,Super Built-up,Unknown,RESALE,House,0.9,0.9,Low,Low Floor
1740,Sector 17B,7,7,7,4545.0,Super Built-up,Unknown,RESALE,House,11.0,11.0,Medium,Low Floor
1741,Sector 47,4,5,4,540.0,Super Built-up,Unknown,RESALE,House,3.0,6.4425,Low,Low Floor
1742,Jyoti Park,12,12,12,2250.0,Super Built-up,Unknown,RESALE,House,3.35,2.675,Medium,Low Floor
1743,Sector 46,3,6,3,900.0,Super Built-up,Unknown,RESALE,House,4.0,10.24962962962963,Low,Low Floor
1744,Sector 57,4,4,4,4500.0,Super Built-up,Unknown,RESALE,House,3.5,8.295333333333334,Low,Low Floor
1745,Sector 112,5,5,5,6325.0,Built-up,North,RESALE,House,9.25,5.9,Low,Low Floor
1746,Sohna,3,3,3,2250.0,Super Built-up,North-East,RESALE,House,7.25,2.1345454545454543,Medium,Low Floor
1747,Sector 56,5,4,5,1453.0,Super Built-up,Unknown,RESALE,House,5.0,4.152083333333334,Low,Low Floor
1748,"Block-A, DLF City Phase 1",7,10,7,4500.0,Super Built-up,Unknown,RESALE,House,38.0,27.326666666666664,Low,Low Floor
1749,Shastri Nagar Industrial Area,3,3,3,576.0,Super Built-up,Unknown,RESALE,House,1.2,1.2,Low,Low Floor
1750,Sector 82,4,4,4,2700.0,Super Built-up,Unknown,RESALE,House,6.25,5.451621621621622,Medium,Low Floor
1751,Sector 4,3,3,3,2250.0,Super Built-up,Unknown,RESALE,House,4.75,5.183333333333334,Low,Low Floor
1752,Sector 4,4,4,4,4500.0,Super Built-up,Unknown,RESALE,House,6.5,5.183333333333334,Low,Low Floor
1753,Shivaji Nagar,4,4,4,3285.0,Super Built-up,Unknown,RESALE,House,7.6,7.6,Low,Low Floor
1754,Patel Nagar,22,22,22,1755.0,Super Built-up,Unknown,RESALE,House,6.0,4.625,Medium,Mid Floor
1755,Sector 30,9,9,9,720.0,Super Built-up,Unknown,RESALE,House,3.75,9.4375,Low,Low Floor
1756,Sector 33,10,10,10,4518.0,Super Built-up,Unknown,RESALE,House,8.5,13.652424242424244,Low,Low Floor
1757,Mohan Nagar,2,2,2,105.0,Super Built-up,Unknown,RESALE,House,1.08,1.08,Low,Low Floor
1758,Sector 15 Part 2,5,5,5,2367.0,Super Built-up,Unknown,RESALE,House,8.75,8.8,Medium,Low Floor
1759,Malibu Town,3,3,3,540.0,Super Built-up,Unknown,RESALE,House,2.6,10.055652173913044,Medium,Low Floor
1760,Urban Estate,3,3,3,4327.0,Super Built-up,Unknown,RESALE,House,12.0,6.633333333333333,Low,Low Floor
1761,Sector 70A,3,3,3,1485.0,Covered,Unknown,RESALE,House,2.5,3.154516129032258,Medium,Low Floor
1762,G block DLF City Phase 1,8,8,8,3600.0,Super Built-up,North-East,RESALE,House,14.5,16.4,Medium,Low Floor
1763,Sector 42,12,11,12,1879.0,Super Built-up,Unknown,RESALE,House,11.1,30.463636363636365,Medium,Mid Floor
1764,Sector 40,6,7,6,1548.0,Super Built-up,Unknown,RESALE,House,6.0,6.006,Low,Mid Floor
1765,Sector 40,4,4,4,540.0,Super Built-up,Unknown,RESALE,House,2.75,6.006,Low,Mid Floor
1766,Bhondsi,2,2,2,1077.0,Super Built-up,Unknown,RESALE,House,1.08,1.4433333333333334,Medium,Low Floor
1767,Sector 43,8,8,8,549.0,Super Built-up,Unknown,RESALE,House,3.25,7.4422727272727265,Low,Low Floor
1768,Sector 57,3,2,3,1440.0,Super Built-up,Unknown,RESALE,House,6.5,8.295333333333334,Medium,Low Floor
1769,Nathupur,6,3,6,540.0,Super Built-up,Unknown,RESALE,House,2.0,2.0,Low,Low Floor
1770,Pratap Nagar,4,2,4,1400.0,Super Built-up,Unknown,RESALE,House,1.5,2.05,Low,Low Floor
1771,C block Sector 43,10,10,10,549.0,Super Built-up,Unknown,RESALE,House,4.25,5.13,Low,Low Floor
1772,Maruti Kunj,1,1,1,720.0,Built-up,Unknown,RESALE,House,0.95,1.1583333333333334,Low,Low Floor
1773,Laxman Vihar,7,4,7,1200.0,Super Built-up,Unknown,RESALE,House,3.0,2.375,Medium,Low Floor
1774,Subhash Nagar,12,9,12,1722.0,Super Built-up,Unknown,RESALE,House,2.8,26.4,Low,Low Floor
1775,"Block C, Sushant Lok Phase 1",11,11,11,549.0,Super Built-up,Unknown,RESALE,House,4.1,8.013333333333334,Low,Low Floor
1776,Sector-33 Sohna,3,2,3,1737.0,Super Built-up,East,RESALE,House,1.6,6.4413829787234045,High,Low Floor
1777,Pratap Nagar,3,3,3,1296.0,Super Built-up,Unknown,RESALE,House,2.6,2.05,Low,Low Floor
1778,DLF Phase 2,3,3,3,1935.0,Carpet,North,RESALE,House,3.6,14.284594594594594,Low,Low Floor
1779,DLF Phase 3,6,5,6,2844.0,Covered,Unknown,RESALE,House,14.5,10.885384615384616,Medium,Low Floor
1780,Sector 43,4,4,4,2800.0,Built-up,North,RESALE,House,4.94,7.4422727272727265,Low,Low Floor
1781,Patel Nagar,1,1,1,1575.0,Super Built-up,Unknown,RESALE,House,3.25,4.625,Low,Mid Floor
1782,Sushant Lok Phase 1,3,3,3,3771.0,Super Built-up,Unknown,RESALE,House,14.0,12.1676,Medium,Low Floor
1783,Sector 92,4,4,4,5000.0,Super Built-up,North-East,RESALE,House,4.0,2.1133333333333333,Medium,Low Floor
1784,Block J Pocket C Palam Vihar,4,4,4,4200.0,Super Built-up,Unknown,RESALE,House,10.0,10.0,Low,Low Floor
1785,Sector 21,2,2,2,1800.0,Super Built-up,Unknown,RESALE,House,5.0,5.5,Low,Low Floor
1786,Surat Nagar Phase 2,5,4,5,900.0,Super Built-up,Unknown,RESALE,House,1.0,0.9,Medium,Low Floor
1787,Rosewood City,3,3,3,1377.0,Super Built-up,East,RESALE,House,4.25,7.822222222222223,Low,Low Floor
1788,Sector 81,3,4,3,2670.0,Built-up,Unknown,RESALE,House,3.75,3.7062857142857135,Low,Low Floor
1789,Sushant Lok Phase 1,6,5,6,3762.0,Super Built-up,Unknown,RESALE,House,16.5,12.1676,Low,Low Floor
1790,Sector 66,5,6,5,6500.0,Built-up,North-East,RESALE,House,18.5,8.949036144578313,Low,Low Floor
1791,Sector 63A,5,7,5,2700.0,Super Built-up,North,RESALE,House,11.9,4.715333333333334,Medium,Low Floor
1792,Uday Nagar,7,7,7,540.0,Super Built-up,Unknown,RESALE,House,2.7,2.7,Low,Low Floor
1793,Ravi Nagar,5,10,5,2700.0,Super Built-up,Unknown,RESALE,House,3.2,3.2,Low,Low Floor
1794,Sector 9,9,7,9,2700.0,Super Built-up,Unknown,RESALE,House,3.2,3.95,Low,Low Floor
1795,Sarhaul Abadi Village,7,6,7,2448.0,Super Built-up,Unknown,RESALE,House,3.5,3.5,Low,Low Floor
1796,Maruti Kunj,2,2,2,1000.0,Super Built-up,Unknown,RESALE,House,1.3,1.1583333333333334,Low,Low Floor
1797,Rosewood City,4,3,4,1377.0,Super Built-up,North-East,RESALE,House,4.1,7.822222222222223,Medium,Low Floor
1798,Sector 82,6,6,6,2210.0,Super Built-up,Unknown,RESALE,House,7.5,5.451621621621622,Low,Low Floor
1799,Sector 51,13,13,13,900.0,Super Built-up,Unknown,RESALE,House,4.4,5.1000000000000005,Low,Low Floor
1800,Sector 23,5,5,5,2367.0,Super Built-up,Unknown,RESALE,House,6.75,7.084999999999999,Low,Low Floor
1801,Sector 23,6,5,6,3150.0,Covered,East,RESALE,House,8.25,7.084999999999999,Low,Low Floor
1802,Sector 72,5,5,5,8500.0,Super Built-up,East,RESALE,House,14.9,10.318928571428572,Medium,Low Floor
1803,Ardee City,4,4,4,150.0,Carpet,Unknown,RESALE,House,5.0,3.55,Low,Mid Floor
1804,Sushant Lok Phase 1,4,4,4,1350.0,Super Built-up,Unknown,RESALE,House,6.25,12.1676,Low,Low Floor
1805,Sector 49,3,3,3,1550.0,Super Built-up,Unknown,RESALE,House,2.6,4.587948717948718,Low,Low Floor
1806,Sector 33,4,6,4,4500.0,Super Built-up,Unknown,RESALE,House,12.5,13.652424242424244,Low,Low Floor
1807,"Block C, Sushant Lok Phase 1",2,2,2,1506.0,Super Built-up,Unknown,RESALE,House,6.15,8.013333333333334,Medium,Low Floor
1808,Sector 23,4,4,4,2367.0,Super Built-up,Unknown,RESALE,House,7.5,7.084999999999999,Low,Low Floor
1809,Sushant Lok 3 Extension,4,4,4,2160.0,Super Built-up,Unknown,RESALE,House,8.25,8.4,Medium,Low Floor
1810,Huda,3,2,3,342.0,Super Built-up,Unknown,RESALE,House,9.0,8.33,Low,Low Floor
1811,Jacobpura,4,3,4,846.0,Super Built-up,Unknown,RESALE,House,2.0,2.325,Medium,Low Floor
1812,Malibu Town,9,9,9,560.0,Super Built-up,Unknown,RESALE,House,3.5,10.055652173913044,Low,Low Floor
1813,Sector 110 A,3,2,3,972.0,Covered,Unknown,RESALE,House,3.7,3.7,Medium,Low Floor
1814,U Block DLF Phase 3,4,4,4,540.0,Super Built-up,Unknown,RESALE,House,2.63,4.44,Low,Low Floor
1815,V Block DLF Phase 3,22,22,22,1350.0,Super Built-up,Unknown,RESALE,House,9.0,6.586,Medium,Low Floor
1816,Urban Estate,5,5,5,1260.0,Super Built-up,Unknown,RESALE,House,2.9,6.633333333333333,Low,Low Floor
1817,Sector 7 Extension,5,3,5,900.0,Super Built-up,Unknown,RESALE,House,2.4,2.4,Low,Mid Floor
1818,"B Block, Mayfield Garden",4,4,4,2700.0,Super Built-up,Unknown,RESALE,House,9.5,9.5,Low,Low Floor
1819,Block A New Palam Vihar Phase 2,5,5,5,2430.0,Built-up,East,RESALE,House,3.5,6.74,Low,Low Floor
1820,Sector 49,4,4,4,540.0,Super Built-up,Unknown,RESALE,House,2.8,4.587948717948718,Low,Low Floor
1821,DLF Phase 2,6,6,6,3240.0,Super Built-up,Unknown,RESALE,House,18.0,14.284594594594594,Low,Low Floor
1822,"Block B, Palam Vihar",6,6,6,594.0,Super Built-up,Unknown,RESALE,House,2.85,2.475,Medium,Low Floor
1823,Jawahar Nagar,11,5,11,1350.0,Super Built-up,Unknown,RESALE,House,1.65,1.65,Low,Low Floor
1824,Block F New Palam Vihar Phase 1,5,4,5,1070.0,Super Built-up,Unknown,RESALE,House,2.25,2.25,Medium,Low Floor
1825,Sector 108,3,4,3,2667.0,Built-up,Unknown,RESALE,House,2.4,4.32938775510204,Medium,Low Floor
1826,Sector 99,7,7,7,2600.0,Super Built-up,Unknown,RESALE,House,7.25,3.950277777777778,Low,Low Floor
1827,Rattan Garden,4,3,4,1200.0,Built-up,Unknown,RESALE,House,1.9,1.9,Medium,Low Floor
1828,DLF Phase 1,5,5,5,2295.0,Super Built-up,Unknown,RESALE,House,15.0,21.43235294117647,Low,Low Floor
1829,Sushant Lok Phase 1,9,9,9,3762.0,Covered,Unknown,RESALE,House,15.89,12.1676,Medium,Low Floor
1830,Sector 23A,10,10,10,2367.0,Covered,North-East,RESALE,House,5.99,5.17,Medium,Low Floor
1831,Sector-33 Sohna,5,4,5,2250.0,Super Built-up,North,RESALE,House,8.1,6.4413829787234045,Medium,Low Floor
1832,Block B Greenwood City,7,9,7,3240.0,Super Built-up,North-East,RESALE,House,13.5,13.5,Low,Low Floor
1833,Sector 109,7,5,7,6750.0,Super Built-up,North-East,RESALE,House,23.0,9.683529411764706,Medium,Low Floor
1834,Nirvana Country,4,5,4,3240.0,Super Built-up,North,RESALE,House,15.0,9.31625,Low,Low Floor
1835,Sector 43,20,20,20,3078.0,Covered,Unknown,RESALE,House,20.0,7.4422727272727265,Low,Low Floor
1836,South City 1,5,6,5,3240.0,Built-up,South,RESALE,House,12.0,9.38,Low,Low Floor
1837,Sector 28,8,4,8,2367.0,Super Built-up,Unknown,RESALE,House,10.0,7.902857142857143,Low,Low Floor
1838,DLF Phase 1,4,4,4,9198.0,Super Built-up,Unknown,RESALE,House,52.0,21.43235294117647,Medium,Low Floor
1839,DLF Phase 4,4,4,4,3240.0,Super Built-up,Unknown,RESALE,House,15.25,14.622,Low,Low Floor
1840,DLF Phase 2,5,5,5,2700.0,Super Built-up,North-East,RESALE,House,14.0,14.284594594594594,Low,Low Floor
1841,G block DLF City Phase 1,5,6,5,4500.0,Super Built-up,Unknown,RESALE,House,24.0,16.4,Low,Low Floor
1842,C Block Mayfield Garden,4,7,4,2160.0,Super Built-up,East,RESALE,House,8.0,8.25,Low,Low Floor
1843,U Block DLF Phase 3,13,9,13,540.0,Super Built-up,North,RESALE,House,6.25,4.44,Low,Low Floor
1844,South City 1,5,6,5,3240.0,Built-up,South,RESALE,House,12.0,9.38,Low,Low Floor
1845,Sector 45,5,5,5,3078.0,Super Built-up,Unknown,RESALE,House,9.25,6.526818181818182,Low,Low Floor
1846,Sector 57,5,6,5,6660.0,Super Built-up,East,RESALE,House,18.0,8.295333333333334,Medium,Low Floor
1847,Sector 7,6,4,6,1920.0,Super Built-up,East,RESALE,House,4.3,4.971428571428571,Low,Mid Floor
1848,Sector 45,5,5,5,3078.0,Super Built-up,North-East,RESALE,House,10.0,6.526818181818182,Low,Low Floor
1849,DLF Phase 2,5,4,5,1935.0,Super Built-up,Unknown,RESALE,House,10.5,14.284594594594594,Low,Low Floor
1850,Sector 48,3,4,3,3000.0,Super Built-up,North-East,RESALE,House,8.5,9.550147058823528,Low,Low Floor
1851,Sector 43,10,10,10,1449.0,Super Built-up,Unknown,RESALE,House,7.9,7.4422727272727265,Low,Low Floor
1852,Sector 30,3,3,3,1836.0,Built-up,North-East,RESALE,House,7.5,9.4375,Low,Mid Floor
1853,Sector 109,4,5,4,2430.0,Super Built-up,Unknown,RESALE,House,9.5,9.683529411764706,Low,Low Floor
1854,Sector 4,6,5,6,4500.0,Super Built-up,East,RESALE,House,6.95,5.183333333333334,Low,Low Floor
1855,Sector 40,9,9,9,2367.0,Super Built-up,North,RESALE,House,9.5,6.006,Low,Low Floor
1856,Sector 82,4,4,4,2160.0,Super Built-up,East,RESALE,House,5.5,5.451621621621622,Low,Low Floor
1857,Sector 54,6,8,6,4518.0,Super Built-up,North,RESALE,House,35.0,22.56153846153846,Low,Low Floor
1858,DLF Phase 1,5,6,5,3240.0,Built-up,Unknown,RESALE,House,15.5,21.43235294117647,Low,Low Floor
1859,Sushant Lok Phase 1,9,9,9,3762.0,Covered,North,RESALE,House,18.15,12.1676,Medium,Low Floor
1860,Sushant Lok Phase 1,5,6,5,7000.0,Built-up,Unknown,RESALE,House,10.75,12.1676,Low,Low Floor
1861,Sushant Lok Phase 2,6,7,6,4500.0,Built-up,Unknown,RESALE,House,14.75,10.508333333333333,Low,Low Floor
1862,DLF Phase 4,6,7,6,9300.0,Super Built-up,Unknown,RESALE,House,23.5,14.622,Low,Low Floor
1863,Block C Palam Vihar,3,3,3,594.0,Super Built-up,North,RESALE,House,1.8,2.94,Low,Low Floor
1864,Suncity,7,10,7,3240.0,Super Built-up,West,RESALE,House,14.5,17.568181818181817,Low,Low Floor
1865,"Sushant Lok 2,Sector 55",20,21,20,1530.0,Super Built-up,Unknown,RESALE,House,9.6,7.768181818181818,Medium,Mid Floor
1866,Sector 57,5,6,5,5400.0,Super Built-up,Unknown,RESALE,House,12.5,8.295333333333334,Low,Low Floor
1867,DLF Phase 1,6,6,6,4518.0,Super Built-up,North-East,RESALE,House,17.0,21.43235294117647,Low,Low Floor
1868,Suncity,5,5,5,2520.0,Super Built-up,Unknown,RESALE,House,13.5,17.568181818181817,Medium,Low Floor
1869,DLF Phase 1,5,5,5,2700.0,Super Built-up,North-East,RESALE,House,10.6,21.43235294117647,Low,Low Floor
