,property_name,bedroom,bathroom,configuration,area,area_type,facing,age_possession,property_type,price_cr,sector_encoded,Luxury_category,Floor_category
1937,DLF Phase 2,5,6,5,2700.0,Super Built-up,Unknown,RESALE,House,15.0,14.284594594594594,Low,Low Floor
1938,DLF Phase 2,6,6,6,3200.0,Built-up,Unknown,RESALE,House,20.0,14.284594594594594,High,Low Floor
1939,Rajendra Park,3,3,3,900.0,Super Built-up,Unknown,RESALE,House,1.4,1.207142857142857,Low,Low Floor
1940,Ashok Vihar Phase 1,5,4,5,1440.0,Super Built-up,Unknown,RESALE,House,1.82,2.035,Low,Low Floor
1941,"Block C, Sushant Lok Phase 1",10,10,10,963.0,Super Built-up,Unknown,RESALE,House,6.75,8.013333333333334,Medium,Low Floor
1942,Sector 66,4,5,4,5620.0,Super Built-up,East,RESALE,House,13.2,8.949036144578313,Low,Low Floor
1943,DLF Cyber City,8,8,8,2205.0,Super Built-up,Unknown,RESALE,House,8.95,10.15,Low,Low Floor
1944,DLF Cyber City,4,4,4,2205.0,Super Built-up,North-East,RESALE,House,9.0,10.15,Medium,Low Floor
1945,Palam Vihar,6,6,6,2430.0,Super Built-up,Unknown,RESALE,House,7.8,6.513333333333333,Low,Low Floor
1946,Sector 82,4,5,4,245.0,Super Built-up,North,RESALE,House,5.9,5.451621621621622,Low,Low Floor
1947,DLF Phase 5,3,3,3,270.0,Super Built-up,East,RESALE,House,3.5,6.720000000000001,Low,Low Floor
1948,"Sushant Lok 2,Sector 55",4,4,4,2700.0,Super Built-up,Unknown,RESALE,House,14.5,7.768181818181818,Medium,Mid Floor
1949,Sector 43,16,16,16,1530.0,Super Built-up,North,RESALE,House,7.45,7.4422727272727265,Low,Low Floor
1950,Greenwood City,7,8,7,4500.0,Built-up,Unknown,RESALE,House,17.5,21.308333333333334,Low,Low Floor
1951,DLF Phase 4,10,11,10,3240.0,Super Built-up,North-East,RESALE,House,13.0,14.622,Low,Low Floor
1952,Sector 50,4,7,4,2160.0,Super Built-up,East,RESALE,House,8.25,10.175,Medium,Low Floor
1953,Nirvana Country,8,9,8,3960.0,Super Built-up,North,RESALE,House,20.99,9.31625,Low,Low Floor
1954,Sector 47,9,9,9,2250.0,Super Built-up,North,RESALE,House,9.0,6.4425,Low,Low Floor
1955,B Block Pocket B Palam Vihar,4,4,4,1557.0,Covered,Unknown,RESALE,House,4.75,4.75,Medium,Low Floor
1956,Sector 89,3,3,3,1500.0,Super Built-up,North-East,RESALE,House,1.63,1.7808695652173914,Low,Low Floor
1957,Sector 33,5,5,5,4500.0,Super Built-up,Unknown,RESALE,House,16.0,13.652424242424244,Low,Low Floor
1958,Sector 57,6,6,6,2160.0,Super Built-up,Unknown,RESALE,House,6.18,8.295333333333334,Low,Low Floor
1959,Uppals Southend,3,3,3,2052.0,Super Built-up,North,RESALE,House,7.25,10.275,Low,Low Floor
1960,South City 2,13,13,13,540.0,Super Built-up,South,RESALE,House,3.49,7.013333333333333,Low,Low Floor
1961,DLF Phase 2,5,6,5,3240.0,Super Built-up,North-East,RESALE,House,25.5,14.284594594594594,Medium,Low Floor
1962,Sector 66,4,4,4,2403.0,Super Built-up,North-East,RESALE,House,14.0,8.949036144578313,Low,Low Floor
1963,Malibu Town,8,6,8,5526.0,Super Built-up,North-East,RESALE,House,14.85,10.055652173913044,High,Low Floor
1964,"Block-A, DLF City Phase 1",5,6,5,4500.0,Covered,Unknown,RESALE,House,22.49,27.326666666666664,Medium,Low Floor
1965,Sector 48,10,10,10,1728.0,Super Built-up,Unknown,RESALE,House,5.6,9.550147058823528,Medium,Low Floor
1966,Sector 48,5,5,5,2430.0,Super Built-up,East,RESALE,House,8.7,9.550147058823528,Medium,Low Floor
1967,Sector 72,5,5,5,8500.0,Built-up,North,RESALE,House,15.0,10.318928571428572,High,Low Floor
1968,Maruti Kunj,3,3,3,1350.0,Super Built-up,Unknown,RESALE,House,1.2,1.1583333333333334,Low,Low Floor
1969,DLF Phase 4,5,5,5,2430.0,Super Built-up,North,RESALE,House,16.5,14.622,High,Low Floor
1970,Sector 56,4,4,4,2800.0,Super Built-up,Unknown,RESALE,House,4.8,4.152083333333334,Low,Low Floor
1971,Sector 28,16,16,16,2367.0,Built-up,North-East,RESALE,House,12.0,7.902857142857143,Low,Low Floor
1972,Sector 89,3,3,3,1530.0,Super Built-up,East,RESALE,House,1.6,1.7808695652173914,Low,Low Floor
1973,Sector 70A,4,4,4,2610.0,Super Built-up,Unknown,RESALE,House,7.0,3.154516129032258,Medium,Low Floor
1974,Sector 66,4,4,4,2403.0,Super Built-up,East,RESALE,House,12.75,8.949036144578313,Low,Low Floor
1975,Sector 109,5,6,5,3600.0,Super Built-up,Unknown,RESALE,House,14.0,9.683529411764706,Medium,Low Floor
1976,Sector 70A,5,5,5,2610.0,Super Built-up,Unknown,RESALE,House,7.25,3.154516129032258,Low,Low Floor
1977,Sector 40,9,9,9,263.0,Super Built-up,Unknown,RESALE,House,8.7,6.006,Low,Low Floor
1978,Sector 79,3,4,3,2090.0,Built-up,Unknown,RESALE,House,2.9,2.543333333333333,Low,Low Floor
1979,New Colony,4,4,4,2367.0,Super Built-up,Unknown,RESALE,House,7.0,5.525,Medium,Low Floor
1980,South City 2,6,7,6,4500.0,Built-up,South,RESALE,House,13.95,7.013333333333333,Low,Low Floor
1981,DLF Phase 4,6,7,6,9500.0,Built-up,Unknown,RESALE,House,23.5,14.622,Low,Low Floor
1982,Sushant Lok Phase 2,5,6,5,2700.0,Built-up,Unknown,Ready To Move,House,9.0,10.508333333333333,Low,Low Floor
1983,Malibu Town,4,4,4,2590.0,Covered,North-East,RESALE,House,3.9,10.055652173913044,Medium,Low Floor
1984,Block D South City 1,16,16,16,3240.0,Super Built-up,North,RESALE,House,20.0,20.0,Medium,Low Floor
1985,Baldev Nagar,4,3,4,450.0,Super Built-up,Unknown,RESALE,House,0.85,0.85,Low,Low Floor
1986,South City 1,7,7,7,540.0,Covered,South,RESALE,House,3.0,9.38,Medium,Low Floor
1987,Sector 4,3,3,3,2250.0,Super Built-up,Unknown,RESALE,House,5.65,5.183333333333334,Low,Low Floor
1988,Sector 48,4,5,4,3240.0,Super Built-up,Unknown,RESALE,House,12.1,9.550147058823528,Low,Low Floor
1989,Sector 42,16,17,16,2367.0,Super Built-up,North-East,RESALE,House,15.0,30.463636363636365,Low,Mid Floor
1990,Sushant Lok Phase 1,9,9,9,594.0,Super Built-up,North-East,RESALE,House,2.5,12.1676,Low,Low Floor
1991,Sector 71,5,6,5,4518.0,Covered,East,RESALE,House,10.75,5.482307692307692,Medium,Low Floor
1992,Sector 33,5,6,5,4518.0,Covered,East,RESALE,House,13.5,13.652424242424244,Medium,Low Floor
1993,Sector 82,5,7,5,5040.0,Covered,East,RESALE,House,12.0,5.451621621621622,Medium,Low Floor
1994,Sector 22,5,5,5,2250.0,Super Built-up,South,RESALE,House,6.8,7.725,Low,Low Floor
1995,Sector 22,4,4,4,2250.0,Super Built-up,Unknown,RESALE,House,7.0,7.725,Low,Low Floor
1996,Sector 22,6,5,6,2367.0,Super Built-up,North-East,RESALE,House,7.25,7.725,Low,Low Floor
1997,DLF Phase 4,5,6,5,8000.0,Built-up,Unknown,RESALE,House,14.5,14.622,Low,Low Floor
1998,Malibu Town,10,5,10,540.0,Super Built-up,East,RESALE,House,2.2,10.055652173913044,Low,Mid Floor
1999,New Palam Vihar,4,4,4,990.0,Super Built-up,Unknown,RESALE,House,1.6,1.87125,Low,Low Floor
2000,Pocket H Nirvana Country,4,4,4,360.0,Super Built-up,Unknown,RESALE,House,16.5,8.333333333333334,High,Low Floor
2001,DLF Phase 2,4,5,4,2205.0,Super Built-up,East,RESALE,House,8.3,14.284594594594594,Low,Low Floor
2002,Sector 46,6,7,6,10233.0,Super Built-up,Unknown,RESALE,House,35.0,10.24962962962963,Medium,Low Floor
2003,Suncity,5,6,5,8000.0,Built-up,Unknown,RESALE,House,15.0,17.568181818181817,Low,Low Floor
2004,DLF Phase 4,9,9,9,540.0,Super Built-up,North-East,RESALE,House,3.0,14.622,Low,Low Floor
2005,Block S Uppals Southend,5,5,5,2799.0,Super Built-up,East,RESALE,House,11.25,9.39,Medium,Low Floor
2006,Nirvana Country,5,5,5,5940.0,Super Built-up,Unknown,RESALE,House,29.0,9.31625,Low,Low Floor
2007,Sector 45,9,9,9,540.0,Super Built-up,Unknown,RESALE,House,3.0,6.526818181818182,Low,Low Floor
2008,Sector 43,1,1,1,600.0,Super Built-up,East,RESALE,House,3.4,7.4422727272727265,Low,Low Floor
2009,Sector 108,4,4,4,2430.0,Super Built-up,Unknown,RESALE,House,10.0,4.32938775510204,Low,Low Floor
2010,DLF Phase 2,4,5,4,2700.0,Built-up,Unknown,RESALE,House,11.95,14.284594594594594,Low,Low Floor
2011,DLF Phase 1,4,5,4,2700.0,Super Built-up,North,RESALE,House,13.25,21.43235294117647,Low,Low Floor
2012,Palam Vihar,9,9,9,2790.0,Covered,Unknown,RESALE,House,7.0,6.513333333333333,Medium,Low Floor
2013,C block Sector 43,11,11,11,540.0,Super Built-up,North-East,RESALE,House,3.55,5.13,Low,Low Floor
2014,C block Sector 43,11,11,11,540.0,Super Built-up,North,RESALE,House,3.6,5.13,Low,Low Floor
2015,C block Sector 43,22,22,22,1098.0,Super Built-up,Unknown,RESALE,House,9.0,5.13,High,Mid Floor
2016,Sector 43,6,7,6,1449.0,Super Built-up,Unknown,RESALE,House,7.15,7.4422727272727265,Medium,Low Floor
2017,Sector 72,5,6,5,8500.0,Covered,Unknown,RESALE,House,16.5,10.318928571428572,Medium,Low Floor
2018,Malibu Town,8,9,8,3240.0,Super Built-up,Unknown,RESALE,House,11.5,10.055652173913044,High,Low Floor
2019,Sector 33,5,7,5,4518.0,Super Built-up,Unknown,RESALE,House,13.5,13.652424242424244,High,Low Floor
2020,Sector 86,4,4,4,1800.0,Super Built-up,East,RESALE,House,4.6,2.555897435897436,Medium,Low Floor
2021,DLF Phase 4,9,9,9,3240.0,Super Built-up,North-East,RESALE,House,12.8,14.622,Medium,Low Floor
2022,Block B Rajendra Park,3,3,3,1550.0,Super Built-up,Unknown,RESALE,House,1.4,0.956,Low,Low Floor
2023,Sector 82,4,4,4,2160.0,Super Built-up,North,RESALE,House,5.0,5.451621621621622,Low,Low Floor
2024,Sector 82,4,4,4,2160.0,Super Built-up,East,RESALE,House,6.2,5.451621621621622,Low,Low Floor
2025,Sector 31,5,5,5,1449.0,Super Built-up,North-East,RESALE,House,6.25,8.225,Medium,Low Floor
2026,Sector 31,20,10,20,2952.0,Super Built-up,East,RESALE,House,12.0,8.225,High,Low Floor
2027,DLF Phase 3,5,6,5,2844.0,Built-up,Unknown,RESALE,House,12.9,10.885384615384616,Low,Low Floor
2028,Malibu Town,8,8,8,614.0,Super Built-up,North-East,RESALE,House,14.85,10.055652173913044,High,Low Floor
2029,Nirvana Country,3,4,3,3240.0,Super Built-up,Unknown,RESALE,House,14.55,9.31625,Low,Low Floor
2030,S Block DLF Phase 3,35,35,35,4500.0,Covered,Unknown,RESALE,House,21.0,11.93,Medium,Low Floor
2031,"Block C, Sushant Lok Phase 1",5,6,5,9000.0,Super Built-up,Unknown,RESALE,House,34.0,8.013333333333334,Low,Low Floor
2032,Sector 48,5,5,5,2340.0,Super Built-up,Unknown,RESALE,House,8.5,9.550147058823528,Low,Low Floor
2033,Sector 70A,3,4,3,2088.0,Covered,North,RESALE,House,2.9,3.154516129032258,Medium,Low Floor
2034,Uppals Southend,9,9,9,2115.0,Super Built-up,North,RESALE,House,7.1,10.275,Low,Low Floor
2035,Suncity,7,8,7,14000.0,Built-up,Unknown,RESALE,House,35.0,17.568181818181817,Low,Low Floor
2036,Suncity,7,8,7,14000.0,Built-up,Unknown,RESALE,House,35.0,17.568181818181817,Low,Low Floor
2037,Suncity,5,6,5,8000.0,Built-up,Unknown,RESALE,House,14.5,17.568181818181817,Low,Low Floor
2038,Sector 48,5,5,5,2727.0,Super Built-up,Unknown,RESALE,House,8.5,9.550147058823528,Low,Low Floor
2039,South City 1,5,6,5,4500.0,Super Built-up,South,RESALE,House,19.0,9.38,Low,Low Floor
2040,Sector 23A,8,8,8,2367.0,Super Built-up,North,RESALE,House,6.0,5.17,Low,Low Floor
2041,C block Sector 43,11,11,11,675.0,Super Built-up,Unknown,RESALE,House,5.25,5.13,Low,Low Floor
2042,Sector 109,5,5,5,272.0,Super Built-up,North-East,RESALE,House,9.58,9.683529411764706,Low,Low Floor
2043,Sector 109,5,5,5,272.0,Super Built-up,North-East,RESALE,House,9.53,9.683529411764706,Medium,Low Floor
2044,Sector 109,5,5,5,272.0,Super Built-up,North-East,RESALE,House,9.56,9.683529411764706,Low,Low Floor
2045,Sector 109,4,4,4,272.0,Super Built-up,North-East,RESALE,House,9.58,9.683529411764706,Low,Low Floor
2046,Sector 109,4,4,4,272.0,Super Built-up,North-East,RESALE,House,9.5,9.683529411764706,Medium,Low Floor
2047,Sector 31,6,8,6,1449.0,Super Built-up,Unknown,RESALE,House,5.15,8.225,Medium,Low Floor
2048,Sector 43,20,20,20,1449.0,Super Built-up,North,RESALE,House,10.5,7.4422727272727265,Low,Low Floor
2049,DLF Phase 2,5,6,5,2700.0,Built-up,Unknown,RESALE,House,12.25,14.284594594594594,Low,Low Floor
2050,Palam Vihar,9,9,9,2430.0,Covered,Unknown,RESALE,House,6.5,6.513333333333333,Medium,Low Floor
2051,Sector 2,6,6,6,3240.0,Covered,North-East,RESALE,House,8.5,5.21,Low,Low Floor
2052,Sector 40,6,6,6,1494.0,Super Built-up,Unknown,RESALE,House,5.9,6.006,Low,Low Floor
2053,Sector 40,6,6,6,1449.0,Super Built-up,Unknown,RESALE,House,5.65,6.006,Low,Low Floor
2054,Palam Vihar,6,5,6,4680.0,Super Built-up,Unknown,RESALE,House,10.5,6.513333333333333,Low,Low Floor
2055,Palam Vihar,8,8,8,2430.0,Covered,Unknown,RESALE,House,6.0,6.513333333333333,Medium,Low Floor
2056,Sector 45,16,16,16,2367.0,Super Built-up,North-East,RESALE,House,10.25,6.526818181818182,Low,Mid Floor
2057,Sector 66,5,5,5,3240.0,Super Built-up,North-East,RESALE,House,17.3,8.949036144578313,High,Low Floor
2058,Sector 66,5,5,5,3240.0,Super Built-up,North-East,RESALE,House,17.5,8.949036144578313,Low,Low Floor
2059,Sector 43,12,12,12,1845.0,Built-up,North,RESALE,House,10.5,7.4422727272727265,High,Mid Floor
2060,DLF Phase 5,3,3,3,270.0,Super Built-up,Unknown,RESALE,House,5.25,6.720000000000001,High,Low Floor
2061,Sector 33,5,5,5,4500.0,Super Built-up,Unknown,RESALE,House,16.0,13.652424242424244,Low,Low Floor
2062,Ardee City,3,3,3,1800.0,Super Built-up,North,RESALE,House,2.1,3.55,Low,Low Floor
2063,Sector 33,5,5,5,4770.0,Super Built-up,North,RESALE,House,12.84,13.652424242424244,Low,Low Floor
2064,Sector 86,5,5,5,280.0,Super Built-up,North,RESALE,House,3.5,2.555897435897436,Low,Low Floor
2065,Sushant Lok 3 Extension,9,9,9,2900.0,Super Built-up,Unknown,RESALE,House,10.0,8.4,Low,Low Floor
2066,Sector 40,3,3,3,900.0,Super Built-up,North-East,RESALE,House,3.6,6.006,Low,Low Floor
2067,Sector 46,11,10,11,1467.0,Super Built-up,North-East,RESALE,House,6.5,10.24962962962963,Low,Low Floor
2068,Sector 31,12,12,12,3060.0,Super Built-up,North,RESALE,House,11.75,8.225,High,Low Floor
2069,Sector 10,6,7,6,4518.0,Covered,Unknown,RESALE,House,13.5,6.5,Medium,Low Floor
2070,Sector 4,5,3,5,1440.0,Super Built-up,North-East,RESALE,House,3.5,5.183333333333334,Low,Low Floor
2071,Sector 57,9,9,9,1836.0,Super Built-up,North-East,RESALE,House,7.5,8.295333333333334,Low,Low Floor
2072,Sector 89,3,3,3,1494.0,Built-up,Unknown,RESALE,House,1.72,1.7808695652173914,Low,Low Floor
2073,Sector 89,2,2,2,1196.0,Built-up,Unknown,RESALE,House,1.35,1.7808695652173914,Low,Low Floor
2074,Sector 56,9,9,9,1467.0,Covered,East,RESALE,House,5.0,4.152083333333334,Medium,Low Floor
2075,"T Block, DLF Phase 3",4,4,4,2867.0,Super Built-up,East,RESALE,House,8.2,8.2,Low,Low Floor
2076,Palam Vihar,5,5,5,4680.0,Super Built-up,East,RESALE,House,7.8,6.513333333333333,Low,Low Floor
2077,Sector 66,5,6,5,6520.0,Covered,North,RESALE,House,18.0,8.949036144578313,Medium,Low Floor
2078,Sector 28,5,6,5,300.0,Super Built-up,East,RESALE,House,9.3,7.902857142857143,Low,Low Floor
2079,New Palam Vihar,3,3,3,1197.0,Super Built-up,North-East,RESALE,House,1.55,1.87125,Medium,Low Floor
2080,Sector 109,5,5,5,272.0,Super Built-up,North-East,RESALE,House,9.54,9.683529411764706,Low,Low Floor
2081,Sector 45,5,5,5,3078.0,Super Built-up,Unknown,RESALE,House,9.5,6.526818181818182,Medium,Low Floor
2082,Sector 45,3,3,3,540.0,Covered,Unknown,RESALE,House,2.35,6.526818181818182,Medium,Low Floor
2083,Sector 56,6,6,6,1449.0,Covered,North-East,RESALE,House,4.5,4.152083333333334,Medium,Low Floor
2084,Block M DLF phase 2,5,6,5,2700.0,Covered,Unknown,RESALE,House,13.5,11.75,Low,Low Floor
2085,Sushant Lok Phase 1,5,6,5,3240.0,Super Built-up,Unknown,RESALE,House,16.0,12.1676,Low,Low Floor
2086,DLF Phase 1,5,6,5,7000.0,Built-up,Unknown,Ready To Move,House,13.5,21.43235294117647,Low,Low Floor
2087,Sushant Lok Phase 1,5,6,5,8200.0,Built-up,Unknown,RESALE,House,13.1,12.1676,Low,Low Floor
2088,Malibu Town,5,6,5,8000.0,Built-up,Unknown,Ready To Move,House,10.0,10.055652173913044,Low,Low Floor
2089,DLF Phase 4,6,7,6,9500.0,Built-up,Unknown,RESALE,House,23.0,14.622,Low,Low Floor
2090,DLF Phase 4,6,7,6,3240.0,Super Built-up,Unknown,RESALE,House,14.0,14.622,Low,Low Floor
2091,Sushant Lok Phase 1,3,3,3,3771.0,Super Built-up,North-East,RESALE,House,12.5,12.1676,Low,Low Floor
2092,Palam Vihar,6,7,6,4500.0,Super Built-up,North-East,RESALE,House,12.0,6.513333333333333,Low,Low Floor
2093,Sector 56,1,2,1,1800.0,Covered,Unknown,RESALE,House,5.99,4.152083333333334,Medium,Low Floor
2094,South City 1,5,6,5,7800.0,Built-up,South,RESALE,House,11.75,9.38,Low,Low Floor
