,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location
1510,Individual,"3 BHK Flat in Sector 109, Gurgaon","3 BHK Flat in Sector 109, Gurgaon",₹1.94 Cr,"₹8,960 /sqft",3.0,3.0,3 BHK,2165.0,"2,165 sqft",Super Built-up,14 floor,East,Ready To Move,,3.0,,,"Check out this 3 bhk apartment for sale in brisk lumbini terrace homes, a popular residential project that houses in-Demand flats in sector 109 gurgaon. This property faces the north-East direction. The flat is over 2165 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. The flat has a total of 14 floors and this property is situated on 9th floor. Bei...",Brisk Lumbini Terrace Homes,Brisk Lumbini Terrace Homes,
1511,Individual,"3 BHK Flat in Sector 65, Gurgaon","3 BHK Flat in Sector 65, Gurgaon",₹10.5 Cr,"₹26,861 /sqft",3.0,3.0,3 BHK,3909.0,"3,909 sqft",Super Built-up,40 floor,,Ready To Move,,3.0,,,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in m3m golfestate that is situated in sector 65 gurgaon. The flat is over 3909 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 40 floors and this property is situated on 14th floor. This is a ready to move project and the property is 1-5 years old. The beautifully d...",M3M Golfestate,M3M Golfestate,Gated Society Overlooking Park
1512,Individual,"4 BHK Flat in Sector 65, Gurgaon","4 BHK Flat in Sector 65, Gurgaon",₹12.5 Cr,"₹24,050 /sqft",4.0,4.0,4 BHK,4992.0,"4,992 sqft",Super Built-up,12th floor,East,Ready To Move,,3.0,,,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in m3m golfestate that is situated in sector 65 gurgaon. This property faces the east direction. The flat occupies a super built up area of 4992 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and 3 balconies. This flat is situated on the 12th floor of this 19 floors tall residential building. Being a ready to move project, y...",M3M Golfestate,M3M Golfestate,East Facing Gated Society
1513,Individual,"2 BHK Flat in Sector 106, Gurgaon","2 BHK Flat in Sector 106, Gurgaon",₹1.55 Cr,"₹11,191 /sqft",2.0,2.0,2 BHK,1385.0,"1,385 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"Looking for a 2 bhk property for sale in gurgaon? Buy this 2 bhk flat in paras dews that is situated in sector 106 gurgaon. This is a north-East-Facing property. The flat is over 1385 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and more than 3 balconies. This flat lies on the 7th level of a 24 storey building. Being a ready to move project, you can expect immediate posse...",Paras Dews,Paras Dews,North-East Facing YASHOBHOOMI Nearby
1514,Individual,"2 BHK Flat in Sector 65, Gurgaon","2 BHK Flat in Sector 65, Gurgaon",₹2.6 Cr,"₹19,847 /sqft",2.0,2.0,2 BHK,1310.0,"1,310 sqft",Super Built-up,34 floor,North,Ready To Move,,3.0,,Garden,"Located in the popular residential address of sector 65 gurgaon, m3m heights is one of the most preferred destination for apartments in gurgaon. This 2 bhk flat is your ticket to be a part of this community. The flat is north-Facing. Constructed on a super built up area of 1310 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. The flat has a total of 34 floors and this prope...",M3M Heights,M3M Heights,North Facing Private Garden
1515,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.45 Cr,"₹19,948 /sqft",3.0,4.0,3 BHK,2000.0,"2,000 sqft",Super Built-up,11th floor,East,Ready To Move,,2.0,,Garden,"This 3 bhk apartment is available for sale in emaar imperial gardens, one of the most prominent projects for flats in sector 102 gurgaon. This residential flat is north-East-Facing direction. The flat is over 2000 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 2 balconies. The property is located on the 11th floor of a 14 floors tall building. This 1-5 years old propert...",Emaar Imperial Gardens,Emaar Imperial Gardens,
1516,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹3.1 Cr,"₹12,020 /sqft",3.0,4.0,3 BHK,2579.0,"2,579 sqft",Super Built-up,24 floor,North-East,Ready To Move,,3.0,,,"Adani m2k oyster grande is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 102 gurgaon is your opportunity to be a part of this community. This is a north-East-Facing property. The flat is over 2579 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 3 balconies. The flat has a total of 24 floors and this property is situated on 10...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,North-East Facing YASHOBHOOMI Nearby
1517,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.6 Cr,"₹15,366 /sqft",3.0,3.0,3 BHK,1692.0,"1,692 sqft",Super Built-up,3rd floor,,Ready To Move,,3.0,,,"This property faces the south direction. Constructed on a super built up area of 1692 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The property is located on the 3rd floor of a 26 floors tall building. This is a ready to move project and the property is 1-5 years old. The flat comes well built with vitrified flooring options. Another plus point for this is that it is si...",Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,Imperial Heritage School within 1km Satya hyves MAll within 1.5km
1518,Individual,"3 BHK Flat in Sector 92, Gurgaon","3 BHK Flat in Sector 92, Gurgaon",₹1.5 Cr,"₹10,416 /sqft",3.0,3.0,3 BHK,1440.0,"1,440 sqft",Carpet,,,Ready To Move,Fully Furnished,,,Gym,"This property is the corner flat with sun rising from one side and ending up on the other side. Fully furnished with good quality wooden work, terrace included, enough and ample space on terrace. Club, swimming, gym everything is in society.",Sare Homes,Sare Homes,Top Floor
1519,Individual,"3 BHK Flat in Sector 63A, Gurgaon","3 BHK Flat in Sector 63A, Gurgaon",₹2.5 Cr,"₹18,518 /sqft",3.0,3.0,3 BHK,1350.0,"1,350 sqft",Carpet,1st floor,East,Ready To Move,,3.0,,,"The flat is facing the east direction. Constructed on a carpet area of 1350 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. This flat is situated on the 1st floor of this 4 floors tall residential building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed wood flo...",Signature Global City 63A,Signature Global City 63A,East Facing 56 metro within 3km
1520,Individual,"3 BHK Flat in sector 58, Gurgaon","3 BHK Flat in sector 58, Gurgaon",₹5.05 Cr,"₹23,336 /sqft",3.0,4.0,3 BHK,2164.0,"2,164 sqft",Super Built-up,29 floor,North-East,Ready To Move,,1.0,,Garden,"The flat is north-East-Facing. Constructed on a super built up area of 2164 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and 1 balcony. The flat has a total of 29 floors and this property is situated on 14th floor. This is a ready to move project and the property is 1-5 years old. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. ...",Ireo The Grand Arch,Ireo The Grand Arch,North-East Facing Private Garden
1521,Individual,"3 BHK Flat in Sector 106, Gurgaon","3 BHK Flat in Sector 106, Gurgaon",₹3.2 Cr,"₹18,801 /sqft",3.0,4.0,3 BHK,2002.0,"2,002 sqft",Super Built-up,34 floor,North-East,Ready To Move,,3.0,,Garden,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in godrej meridien that is situated in sector 106 gurgaon. The flat is over 2002 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. The flat has a total of 34 floors and this property is situated on 13th floor. An added advantage of this 0-1 year old flat is that it is available for...",Godrej Meridien,Godrej Meridien,North-East Facing Private Garden
1522,Individual,"4 BHK Flat in Sector 69, Gurgaon","4 BHK Flat in Sector 69, Gurgaon",₹2.79 Cr,"₹11,625 /sqft",4.0,5.0,4 BHK,2400.0,"2,400 sqft",Super Built-up,4th floor,North-East,Ready To Move,,3.0,,Garden,"This is a north-East-Facing property. The flat is over 2400 sq.Ft. Super built up area and comes with 4 bedroom(s), 5 bathrooms and more than 3 balconies. This flat is situated on the 4th floor of this 12 floors tall residential building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The well built ceramic...",Tulip Purple,Tulip Purple,North-East Facing Private Garden
1523,Individual,"3 BHK Flat in Sector 83, Gurgaon","3 BHK Flat in Sector 83, Gurgaon",₹2.55 Cr,"₹13,421 /sqft",3.0,3.0,3 BHK,1900.0,"1,900 sqft",Super Built-up,12th floor,,Ready To Move,,3.0,,Garden,"99105-50835, the flat is west-Facing. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 1900 sq.Ft. The property is located on the 12th floor of a 15 floors tall building. As the project is already ready to move, so you can easily move into this 5-10 years old property. The wood flooring of this...",Emaar Palm Gardens,Emaar Palm Gardens,Gated Society Corner Property
1524,Individual,"3 BHK Flat in Sector 68, Gurgaon","3 BHK Flat in Sector 68, Gurgaon",₹2.4 Cr,"₹13,745 /sqft",3.0,3.0,3 BHK,1746.0,"1,746 sqft",Super Built-up,6th floor,East,Ready To Move,,3.0,,,"M3m the marina is one of the most popular destination for buying apartments/ flats in sector 68 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is south-East-Facing direction. The flat occupies a super built up area of 1746 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat is situated on the 6th floor of this 27 f...",M3M The Marina,M3M The Marina,HUDA CITY CENTER Nearby PATHWAYS WORLD SCHOOL Nearby
1525,Individual,"3 BHK Flat in Sector 68, Gurgaon","3 BHK Flat in Sector 68, Gurgaon",₹2.6 Cr,"₹14,857 /sqft",3.0,3.0,3 BHK,1750.0,"1,750 sqft",Super Built-up,,,Ready To Move,,3.0,,,"Situated in sector 68 gurgaon, m3m the marina is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is east-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built...",M3M The Marina,M3M The Marina,
1526,Individual,"3 BHK Flat in Sector 59, Gurgaon","3 BHK Flat in Sector 59, Gurgaon",₹4.9 Cr,"₹42,277 /sqft",3.0,3.0,3 BHK,2095.0,"2,095 sqft",Super Built-up,,,Ready To Move,,2.0,,Garden,"The flat is west-Facing. The flat occupies a super built up area of 2095 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat lies on the 16th level of a 33 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well built with vitrified flooring options. This r...",Conscient Elevate,Conscient Elevate,Private Garden SECTOR55-56 within 1.5km
1527,Individual,"3 BHK Flat in Sector 61, Gurgaon","3 BHK Flat in Sector 61, Gurgaon",₹2.6 Cr,"₹15,990 /sqft",3.0,3.0,3 BHK,1626.0,"1,626 sqft",Super Built-up,4 floor,East,Ready To Move,,2.0,,,"Smart world orchard is one of the most popular destination for buying apartments/ flats in sector 61 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat is north-East-Facing. The flat is over 1626 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 4 floors in total and the flat for sale is loc...",Smart World Orchard,Smart World Orchard,
1528,Individual,"3 BHK Flat in Sector 83, Gurgaon","3 BHK Flat in Sector 83, Gurgaon",₹2.65 Cr,"₹13,589 /sqft",3.0,4.0,3 BHK,1950.0,"1,950 sqft",Super Built-up,10th floor,,Ready To Move,,3.0,,Garden,"The flat is north-Facing. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 1950 sq.Ft. This flat is situated on the 10th floor of this 16 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The beautifully designe...",Emaar Palm Gardens,Emaar Palm Gardens,
1529,Individual,"3 BHK Flat in Sector 83, Gurgaon","3 BHK Flat in Sector 83, Gurgaon",₹2.45 Cr,"₹12,564 /sqft",3.0,4.0,3 BHK,1950.0,"1,950 sqft",Super Built-up,13 floor,,Ready To Move,,3.0,,Garden,"This is a north-Facing property. Constructed on a super built up area of 1950 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. This flat is situated on the top floor of this 13 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The floor of this flat is beautifully designed using wo...",Emaar Palm Gardens,Emaar Palm Gardens,
1530,Individual,"3 BHK Flat in DLF Phase 4, Gurgaon","3 BHK Flat in DLF Phase 4, Gurgaon",₹5.25 Cr,"₹25,559 /sqft",3.0,3.0,3 BHK,2054.0,"2,054 sqft",Super Built-up,,West,Ready To Move,,2.0,,,"Situated in dlf phase 4, gurgaon, dlf regency park 2 is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-West-Facing direction. Constructed on a super built up area of 2054 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat l...",DLF Regency Park 2,DLF Regency Park 2,Ground Floor HUDA city center Nearby
1531,Individual,"3 BHK Flat in Sector 83, Gurgaon","3 BHK Flat in Sector 83, Gurgaon",₹2.1 Cr,"₹12,209 /sqft",3.0,3.0,3 BHK,1720.0,"1,720 sqft",Super Built-up,10th floor,North,Ready To Move,,3.0,,Garden,"This 3 bhk flat is located in emaar palm gardens, which houses some of the most spacious flats in sector 83 gurgaon. This property faces the north direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1720 sq.Ft. This flat is situated on the 10th floor of this 15 floors tall residential building. A...",Emaar Palm Gardens,Emaar Palm Gardens,North Facing Private Garden
1532,Individual,"3 BHK Flat in Sohna, Gurgaon","3 BHK Flat in Sohna, Gurgaon",₹2.4 Cr,"₹11,310 /sqft",3.0,4.0,3 BHK,2122.0,"2,122 sqft",Super Built-up,2nd floor,East,Ready To Move,,3.0,,,"This lovely 3 bhk apartment/flat in sohna is available for sale in one of gurgaon's most popular projects, eldeco accolade. The flat is facing the east direction. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2122 sq.Ft. The property is located on the 2nd floor of a 18 floors tall building. This is a ready to move project and t...",Eldeco Accolade,Eldeco Accolade,East Facing Newly Constructed
1533,Individual,"4 BHK Flat in Sector 65, Gurgaon","4 BHK Flat in Sector 65, Gurgaon",₹22.5 Cr,"₹59,257 /sqft",4.0,4.0,4 BHK,6050.0,"6,050 sqft",Super Built-up,,,Ready To Move,,,,"Gym, Club House","Trump towers is part of golf estate master plan located at sector 65, gurgaon. This apartment is 6050 sq ft. The double height in the living room is the most unique layout in gurgaon. There is no such architecture in any other project and there is no layout in comparison. This gives a grand feel to the guest area and a feel of a penthouse and yet it is simplex. Also this layout is 3 side open g...",Trump Tower,Trump Tower,Fitness Center/ Gym Club house
1534,Individual,"3 BHK Flat in Sector 65, Gurgaon","3 BHK Flat in Sector 65, Gurgaon",₹13.25 Cr,"₹57,409 /sqft",3.0,3.0,3 BHK,3525.0,"3,525 sqft",Super Built-up,,,Ready To Move,,,,"Lift, Garden","This apartment is 3525 sq ft and its 3 side open with a 64 feet running balcony and 100 sq ft balcony deck Trump towers is part of golf estate master plan located at sector 65, gurgaon. Latest construction technology with glass facade ageless building 2 tower with 10 lifts and the best core plan in ncr project. Layouts and master plan are its main highlights. Give us a chance to explain you fac...",Trump Tower,Trump Tower,Private Garden Gated Society
